Widget number,Position X,Position Y,Width,Height,Table tag,List tag,Textbox tag,Widget class,Number of Elements,Number of Child Nodes,numberOfWordsTextNodes,numberOfTextNodes,links80percent,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
013,863,888,80,24,0,0,0,0,5,5,4,4,0,19.8,12.8,540.0,572.8,20.7533129885327,12.132600710482482,493.77474621531627,431.6053753140709,
013,863,888,29,24,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,894,888,49,24,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,943,889,66,20,0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,863,913,176,20,0,0,0,0,0,0,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,863,939,176,36,0,0,0,0,0,0,11,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,0,100,36,36,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,
013,0,100,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,0,100,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,1071,641,240,330,0,0,0,0,20,1,17,6,0,224.0,314.0,1079.0,641.0,0.0,0.0,0.0,0.0,
013,1079,641,224,314,0,0,0,0,19,1,17,6,0,224.0,314.0,1079.0,641.0,0.0,0.0,0.0,0.0,
013,1079,641,224,314,0,0,0,0,18,5,17,6,0,96.8,76.8,431.6,361.2,117.04358162667442,96.63953642272918,590.9926395480742,366.3259477569122,
013,1079,641,224,224,0,0,0,0,2,2,0,0,0,112.0,112.0,539.5,370.5,158.39191898578665,158.39191898578665,762.9682169002848,382.54476862192223,
013,1079,641,224,224,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,1079,865,224,124,0,0,0,0,9,2,17,6,0,176.0,40.5,1103.0,913.5,0.0,6.363961030678928,0.0,36.062445840513924,
013,1103,888,176,45,0,0,0,0,7,2,7,5,0,131.5,22.0,1103.0,900.5,62.932503525602726,2.8284271247461903,0.0,17.67766952966369,
013,1103,888,87,24,0,0,0,0,5,5,4,4,0,21.2,12.8,685.4,572.8,23.29592238998061,12.132600710482482,626.4581390643751,431.6053753140709,
013,1103,888,29,24,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,1134,888,56,24,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,1103,913,176,20,0,0,0,0,0,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,1103,939,176,36,0,0,0,0,0,0,10,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,1311,641,240,330,0,0,0,0,31,1,22,11,0,224.0,314.0,1319.0,641.0,0.0,0.0,0.0,0.0,
013,1319,641,224,314,0,0,0,0,30,1,22,11,0,224.0,314.0,1319.0,641.0,0.0,0.0,0.0,0.0,
013,1319,641,224,314,0,0,0,0,29,5,22,11,0,96.8,76.8,527.6,361.2,117.04358162667442,96.63953642272918,722.4460533493141,366.3259477569122,
013,1319,641,224,224,0,0,0,0,2,2,0,0,0,112.0,112.0,659.5,370.5,158.39191898578665,158.39191898578665,932.6738443850562,382.54476862192223,
013,1319,641,224,224,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,1319,865,224,124,0,0,0,0,20,3,22,11,0,129.33333333333334,39.0,1392.3333333333333,891.6666666666666,80.82903768654761,5.196152422706632,85.44783984006462,45.61067126598043,
013,1343,888,176,45,0,0,0,0,14,4,14,9,0,89.75,21.25,1361.75,889.0,58.98234199035052,1.8929694486000912,36.83634980106832,19.200694431886223,
